timestamp_s,throttle,rpm,true_cht,egt,oil_temp,oil_pressure,fuel_flow
421.0,0.65,2336.6,145.69,845.03,86.14,68.09,18.338
422.0,0.65,2284.5,144.7,839.64,85.71,67.42,17.931
423.0,0.65,2246.2,144.19,836.91,85.55,67.27,17.633
424.0,0.65,2221.9,143.64,833.92,85.4,65.4,17.443
425.0,0.65,2213.3,142.26,826.42,85.14,65.98,17.375
426.0,0.65,2210.8,141.86,824.24,84.8,66.13,17.357
427.0,0.65,2202.6,140.98,819.51,84.48,65.07,17.293
428.0,0.65,2200.9,139.97,814.02,84.39,65.05,17.279
429.0,0.65,2198.5,139.25,810.1,84.19,65.7,17.26
430.0,0.65,2191.0,138.46,805.85,84.26,65.66,17.202
431.0,0.65,2195.2,137.68,801.62,83.74,65.68,17.234
432.0,0.65,2193.8,136.93,797.52,83.79,65.37,17.224
433.0,0.65,2197.5,136.36,794.45,83.57,65.3,17.253
434.0,0.65,2193.1,135.63,790.49,83.34,66.15,17.218
435.0,0.65,2194.1,135.0,787.05,83.21,65.05,17.226
436.0,0.65,2185.2,134.5,784.35,83.11,64.82,17.157
437.0,0.65,2185.8,133.58,779.38,82.88,64.82,17.161
438.0,0.65,2184.8,133.02,776.32,82.6,64.7,17.154
439.0,0.65,2189.3,132.38,772.88,82.44,65.55,17.189
440.0,0.65,2194.4,131.25,766.73,82.04,65.33,17.228
441.0,0.65,2198.0,130.76,764.1,82.29,66.04,17.256
442.0,0.65,2195.6,130.15,760.81,81.79,65.5,17.238
443.0,0.65,2194.4,129.46,757.06,81.68,65.5,17.229
444.0,0.65,2189.8,128.71,752.96,81.49,65.48,17.192
445.0,0.65,2188.4,128.38,751.21,81.46,64.84,17.181
446.0,0.65,2186.6,127.52,746.53,81.49,65.17,17.168
447.0,0.65,2184.2,127.09,744.2,81.38,65.76,17.149
448.0,0.65,2186.5,126.99,743.63,81.19,65.44,17.167
449.0,0.65,2185.2,126.72,742.18,80.99,65.45,17.157
450.0,0.65,2191.5,126.33,740.09,80.61,64.93,17.206
451.0,0.65,2188.2,125.82,737.3,80.64,65.42,17.18
452.0,0.65,2187.2,125.85,737.47,79.92,65.9,17.172
453.0,0.65,2187.3,125.19,733.92,79.64,65.18,17.173
454.0,0.65,2193.8,124.55,730.42,79.21,65.2,17.224
455.0,0.65,2190.5,124.03,727.62,79.16,65.12,17.198
456.0,0.65,2187.9,123.31,723.7,78.77,65.72,17.178
457.0,0.65,2180.1,122.83,721.13,78.55,65.21,17.117
458.0,0.65,2181.4,122.75,720.66,78.68,65.28,17.127
459.0,0.65,2185.1,122.39,718.73,78.49,65.05,17.156
460.0,0.65,2184.5,122.31,718.3,78.49,65.09,17.151
461.0,0.65,2185.8,122.16,717.5,78.21,65.89,17.161
462.0,0.65,2186.4,121.88,715.97,78.28,65.44,17.166
463.0,0.65,2181.5,121.58,714.35,78.07,65.06,17.128
464.0,0.65,2181.8,120.75,709.84,77.9,65.57,17.13
465.0,0.65,2188.0,119.99,705.74,77.47,65.07,17.179
466.0,0.65,2186.2,119.85,704.94,76.95,66.29,17.164
467.0,0.65,2185.6,119.53,703.21,76.63,65.81,17.16
468.0,0.65,2179.4,118.99,700.32,76.6,65.6,17.111
469.0,0.65,2172.0,118.33,696.74,76.58,65.14,17.054
470.0,0.65,2180.9,117.61,692.84,76.42,65.08,17.123
471.0,0.65,2178.3,118.03,695.11,76.1,65.47,17.103
472.0,0.65,2178.4,117.27,690.96,75.53,66.39,17.104
473.0,0.65,2184.4,117.34,691.35,75.43,65.17,17.151
474.0,0.65,2188.5,116.87,688.83,75.54,65.34,17.182
475.0,0.65,2194.9,116.23,685.36,75.17,66.16,17.232
476.0,0.65,2194.2,115.86,683.33,74.99,65.91,17.227
477.0,0.65,2193.3,116.05,684.34,74.88,65.66,17.22
478.0,0.65,2193.8,115.8,683.0,74.35,65.64,17.224
479.0,0.65,2193.8,116.17,685.0,74.37,64.82,17.224
480.0,0.65,2185.7,116.08,684.53,74.3,65.77,17.16
481.0,0.65,2175.8,115.45,681.11,73.97,65.98,17.084
482.0,0.65,2178.4,115.96,683.86,73.8,65.41,17.104
483.0,0.65,2183.0,115.48,681.29,73.41,64.71,17.14
484.0,0.65,2181.2,114.73,677.2,73.09,64.72,17.126
485.0,0.65,2182.3,115.07,679.07,73.04,65.66,17.134
486.0,0.65,2182.7,115.51,681.45,72.91,65.21,17.137
487.0,0.65,2176.6,115.44,681.08,72.86,65.55,17.09
488.0,0.65,2182.6,115.63,682.1,72.52,64.93,17.136
489.0,0.65,2187.6,115.64,682.14,72.33,65.38,17.176
490.0,0.65,2186.1,115.75,682.72,72.4,65.18,17.164
491.0,0.65,2191.6,115.84,683.23,72.61,65.44,17.207
492.0,0.65,2185.2,115.32,680.39,72.44,65.31,17.157
493.0,0.65,2189.8,115.26,680.07,72.21,64.66,17.192
494.0,0.65,2191.7,115.07,679.03,72.09,66.06,17.207
495.0,0.65,2196.6,114.84,677.79,72.26,65.04,17.245
496.0,0.65,2190.0,114.62,676.61,72.14,65.47,17.194
497.0,0.65,2186.6,114.59,676.46,72.1,65.39,17.168
498.0,0.65,2186.1,113.98,673.15,72.19,64.58,17.164
499.0,0.65,2189.1,114.13,673.97,72.3,64.93,17.187
500.0,0.65,2191.1,113.75,671.87,72.27,65.49,17.203
501.0,0.65,2191.3,113.59,671.05,72.15,65.39,17.205
502.0,0.65,2187.4,114.12,673.91,71.95,65.37,17.174
503.0,0.65,2185.0,114.02,673.36,72.12,65.9,17.155
504.0,0.65,2179.3,113.85,672.42,71.97,64.55,17.111
505.0,0.65,2181.3,113.43,670.16,71.81,64.86,17.126
506.0,0.65,2186.3,113.69,671.56,71.77,65.72,17.165
507.0,0.65,2179.3,113.86,672.51,71.64,64.82,17.11
508.0,0.65,2183.7,113.44,670.23,71.87,65.31,17.145
509.0,0.65,2188.5,113.57,670.91,71.38,65.46,17.182
510.0,0.65,2191.7,113.3,669.43,71.41,65.74,17.207
511.0,0.65,2188.6,112.84,666.94,71.11,65.48,17.183
512.0,0.65,2181.3,112.49,665.07,71.16,64.99,17.126
513.0,0.65,2182.3,111.81,661.37,71.35,64.1,17.134
514.0,0.65,2179.8,111.94,662.07,71.2,64.77,17.114
515.0,0.65,2181.0,112.18,663.41,70.9,65.54,17.124
516.0,0.65,2187.4,111.98,662.31,70.72,65.24,17.174
517.0,0.65,2188.3,112.08,662.86,70.72,65.23,17.181
518.0,0.65,2185.0,112.28,663.94,70.67,64.5,17.155
519.0,0.65,2187.1,112.6,665.68,70.4,65.57,17.171
520.0,0.65,2185.9,112.43,664.74,69.91,64.76,17.162
521.0,0.65,2184.7,111.87,661.71,70.02,65.53,17.153
522.0,0.65,2185.9,112.24,663.69,69.98,65.62,17.162
523.0,0.65,2187.7,112.05,662.71,69.88,65.13,17.176
524.0,0.65,2184.5,112.35,664.32,69.52,65.04,17.152
525.0,0.65,2186.2,112.3,664.01,69.61,65.11,17.164
526.0,0.65,2180.8,112.59,665.62,69.59,65.06,17.123
527.0,0.65,2176.3,111.82,661.42,69.55,64.51,17.087
528.0,0.65,2183.9,111.71,660.86,69.66,66.34,17.147
529.0,0.65,2181.8,111.46,659.48,69.65,64.97,17.13
530.0,0.65,2180.1,110.86,656.21,69.33,65.45,17.117
531.0,0.65,2177.2,111.23,658.24,69.19,65.53,17.095
532.0,0.65,2185.1,111.11,657.57,69.32,65.18,17.156
533.0,0.65,2189.3,110.86,656.23,69.58,65.31,17.189
534.0,0.65,2184.8,110.38,653.61,69.66,65.25,17.153
535.0,0.65,2179.2,109.69,649.92,69.64,64.43,17.11
536.0,0.65,2185.5,110.32,653.3,69.65,65.17,17.159
537.0,0.65,2185.6,109.75,650.22,69.54,65.82,17.16
538.0,0.65,2183.5,109.88,650.93,69.48,65.29,17.143
539.0,0.65,2180.5,109.79,650.43,69.63,66.05,17.12
540.0,0.65,2177.1,109.6,649.4,69.52,65.34,17.093
541.0,0.65,2181.8,109.92,651.15,69.51,65.34,17.13
542.0,0.65,2182.9,110.0,651.55,69.27,65.18,17.139
543.0,0.65,2176.1,109.93,651.21,69.1,65.37,17.086
544.0,0.65,2174.4,109.94,651.22,68.92,64.97,17.072
545.0,0.65,2176.0,109.54,649.1,68.71,64.99,17.085
546.0,0.65,2174.2,109.41,648.4,68.4,65.23,17.071
547.0,0.65,2177.2,109.06,646.49,68.47,64.64,17.094
548.0,0.65,2171.7,108.8,645.08,68.77,64.62,17.052
549.0,0.65,2171.8,108.97,646.01,69.02,65.13,17.052
550.0,0.65,2177.8,108.5,643.43,69.08,64.94,17.099
551.0,0.65,2180.7,108.86,645.41,69.12,64.98,17.121
552.0,0.65,2178.9,109.03,646.33,68.92,65.17,17.108
553.0,0.65,2179.3,109.31,647.83,69.02,65.27,17.11
554.0,0.65,2179.6,109.16,647.02,68.9,65.57,17.113
555.0,0.65,2181.2,108.76,644.83,69.07,66.21,17.126
556.0,0.65,2183.4,109.03,646.29,69.07,66.13,17.143
557.0,0.65,2186.1,108.21,641.86,68.88,65.44,17.164
558.0,0.65,2184.3,108.17,641.65,68.75,65.24,17.149
559.0,0.65,2189.1,108.25,642.08,68.59,65.4,17.187
560.0,0.65,2193.2,108.44,643.1,68.26,65.49,17.219
561.0,0.65,2192.5,108.15,641.57,68.26,65.63,17.213
562.0,0.65,2185.9,108.24,642.04,67.96,65.02,17.162
563.0,0.65,2177.6,108.18,641.71,67.88,65.61,17.097
564.0,0.65,2178.7,107.91,640.27,67.56,65.42,17.106
565.0,0.65,2184.2,107.22,636.52,67.73,65.44,17.149
566.0,0.65,2187.0,107.04,635.51,67.53,65.58,17.171
567.0,0.65,2184.8,106.5,632.58,67.06,65.09,17.153
568.0,0.65,2185.4,106.31,631.59,66.83,64.91,17.158
569.0,0.65,2193.3,106.71,633.77,66.66,65.7,17.22
570.0,0.65,2184.3,106.29,631.48,66.66,66.38,17.149
571.0,0.65,2187.8,106.32,631.62,66.66,65.26,17.177
572.0,0.65,2190.8,106.96,635.11,66.56,65.53,17.201
573.0,0.65,2185.3,106.95,635.04,66.39,65.58,17.157
574.0,0.65,2184.8,107.34,637.16,65.98,64.89,17.153
575.0,0.65,2187.0,107.25,636.65,65.96,65.45,17.171
576.0,0.65,2184.4,107.35,637.2,66.0,64.96,17.15
577.0,0.65,2187.8,107.58,638.46,65.81,65.9,17.177
578.0,0.65,2184.5,107.47,637.86,65.66,65.75,17.151
579.0,0.65,2186.7,107.38,637.37,65.53,64.83,17.169
580.0,0.65,2185.9,107.35,637.22,65.7,64.46,17.162
581.0,0.65,2189.1,107.47,637.88,65.54,66.17,17.187
582.0,0.65,2190.8,107.25,636.69,65.58,65.45,17.2
583.0,0.65,2189.4,107.45,637.77,65.56,64.8,17.189
584.0,0.65,2193.2,107.17,636.23,65.5,65.43,17.219
585.0,0.65,2188.6,107.01,635.35,65.56,65.34,17.183
586.0,0.65,2186.9,106.69,633.61,65.47,65.21,17.17
587.0,0.65,2191.9,106.71,633.72,65.48,65.88,17.209
588.0,0.65,2188.5,107.09,635.81,65.63,65.43,17.183
589.0,0.65,2192.7,107.32,637.06,65.75,66.11,17.215
590.0,0.65,2197.7,107.38,637.35,66.07,64.79,17.255
591.0,0.65,2192.9,107.14,636.06,66.15,65.21,17.217
592.0,0.65,2183.3,107.06,635.64,66.07,65.8,17.142
593.0,0.65,2181.4,106.58,633.02,66.1,65.39,17.127
594.0,0.65,2173.9,106.68,633.59,65.99,64.7,17.068
595.0,0.65,2177.5,106.69,633.64,65.72,65.18,17.097
596.0,0.65,2177.6,107.19,636.35,65.69,65.03,17.098
597.0,0.65,2176.0,107.59,638.49,65.4,65.37,17.085
598.0,0.65,2180.6,107.57,638.41,65.58,65.19,17.121
599.0,0.65,2182.7,107.5,638.02,65.31,65.48,17.137
600.0,0.65,2179.0,107.77,639.47,65.45,65.45,17.108
601.0,0.65,2180.4,107.84,639.85,65.59,65.0,17.119
602.0,0.65,2181.2,107.3,636.93,65.85,66.05,17.126
603.0,0.65,2187.4,107.03,635.45,65.8,66.33,17.174
604.0,0.65,2187.4,106.97,635.17,66.05,65.77,17.174
605.0,0.65,2182.9,106.89,634.7,65.82,65.62,17.139
606.0,0.65,2181.3,106.8,634.24,65.68,65.38,17.126
607.0,0.65,2188.5,106.85,634.51,65.37,65.61,17.182
608.0,0.65,2184.8,106.61,633.19,65.27,65.63,17.153
609.0,0.65,2183.5,106.54,632.84,65.11,65.8,17.143
610.0,0.65,2184.5,106.01,629.96,65.63,65.17,17.151
611.0,0.65,2178.1,106.35,631.81,65.63,64.72,17.101
612.0,0.65,2179.0,106.03,630.04,65.8,65.34,17.108
613.0,0.65,2174.2,106.06,630.23,65.84,64.09,17.071
614.0,0.65,2175.0,106.72,633.78,65.79,65.49,17.077
615.0,0.65,2183.6,106.8,634.23,65.99,65.21,17.144
616.0,0.65,2182.7,106.57,632.98,65.79,65.03,17.137
617.0,0.65,2181.8,106.47,632.44,66.09,64.58,17.13
618.0,0.65,2181.2,106.31,631.55,65.82,65.04,17.125
619.0,0.65,2179.6,105.54,627.39,66.16,64.82,17.113
620.0,0.65,2182.6,105.31,626.17,66.19,65.28,17.136
621.0,0.65,2182.0,105.59,627.69,66.09,65.99,17.131
622.0,0.65,2183.2,104.91,623.99,66.04,65.17,17.141
623.0,0.65,2183.7,105.08,624.92,65.81,63.92,17.145
624.0,0.65,2181.1,105.06,624.78,66.16,65.21,17.125
625.0,0.65,2184.8,105.46,626.95,66.28,65.68,17.153
626.0,0.65,2186.7,105.76,628.6,66.36,66.1,17.168
627.0,0.65,2189.9,106.29,631.47,66.48,65.54,17.193
628.0,0.65,2190.6,105.89,629.27,66.33,65.47,17.199
629.0,0.65,2183.2,106.49,632.52,66.7,65.24,17.141
630.0,0.65,2178.1,106.67,633.53,66.59,65.42,17.101
631.0,0.65,2186.8,106.63,633.31,66.48,65.78,17.169
632.0,0.65,2180.2,106.81,634.3,66.67,65.18,17.118
633.0,0.65,2178.5,106.93,634.95,66.43,65.14,17.104
634.0,0.65,2180.3,107.22,636.5,66.64,65.8,17.118
635.0,0.65,2181.1,106.61,633.22,66.79,65.58,17.124
636.0,0.65,2187.3,107.07,635.69,66.54,65.57,17.173
637.0,0.65,2187.9,107.21,636.44,66.4,65.73,17.178
638.0,0.65,2185.3,107.12,635.94,66.13,65.01,17.158
639.0,0.65,2186.2,106.98,635.22,65.86,65.09,17.164
640.0,0.65,2185.6,106.92,634.88,66.12,65.48,17.16
641.0,0.65,2189.2,107.02,635.44,66.25,65.21,17.188
642.0,0.65,2196.4,107.17,636.21,66.15,65.56,17.244
643.0,0.65,2188.5,107.45,637.76,66.42,65.96,17.183
644.0,0.65,2183.5,107.15,636.15,66.51,65.32,17.144
645.0,0.65,2177.2,107.14,636.07,66.51,65.13,17.094
646.0,0.65,2181.6,107.29,636.86,66.3,65.18,17.128
647.0,0.65,2178.9,107.66,638.87,66.33,65.55,17.107
648.0,0.65,2181.3,107.56,638.34,65.97,65.1,17.126
649.0,0.65,2179.5,107.35,637.22,66.03,64.52,17.112
650.0,0.65,2178.0,107.05,635.58,65.87,65.29,17.101
651.0,0.65,2177.9,106.86,634.53,65.98,65.1,17.1
652.0,0.65,2178.4,106.89,634.69,66.06,65.65,17.104
653.0,0.65,2183.0,106.7,633.69,66.33,65.7,17.139
654.0,0.65,2184.6,106.76,634.02,66.33,65.86,17.152
655.0,0.65,2187.1,106.61,633.18,66.18,65.09,17.171
656.0,0.65,2186.4,106.6,633.14,66.02,65.27,17.166
657.0,0.65,2187.8,106.43,632.2,66.4,65.81,17.177
658.0,0.65,2189.0,106.68,633.6,66.37,65.89,17.186
659.0,0.65,2181.1,107.14,636.09,66.33,65.28,17.125
660.0,0.65,2186.9,107.14,636.08,66.19,65.12,17.17
661.0,0.65,2180.9,107.02,635.44,66.03,65.66,17.123
662.0,0.65,2190.0,106.77,634.08,66.21,65.74,17.194
663.0,0.65,2193.2,106.77,634.09,65.95,65.78,17.219
664.0,0.65,2189.7,106.9,634.76,66.06,64.9,17.192
665.0,0.65,2181.9,106.62,633.28,66.1,65.22,17.131
666.0,0.65,2180.5,106.08,630.33,66.34,65.48,17.12
667.0,0.65,2177.2,106.31,631.58,66.55,65.24,17.095
668.0,0.65,2180.3,106.8,634.23,66.33,65.74,17.118
669.0,0.65,2179.9,106.79,634.18,66.34,65.23,17.115
670.0,0.65,2184.6,106.66,633.47,66.32,64.61,17.152
671.0,0.65,2181.1,107.01,635.36,66.33,65.21,17.124
672.0,0.65,2177.0,107.25,636.68,66.15,64.54,17.092
673.0,0.65,2180.8,107.24,636.61,65.94,65.1,17.123
674.0,0.65,2175.6,106.82,634.33,66.22,65.47,17.082
675.0,0.65,2177.0,106.6,633.17,66.17,66.07,17.093
676.0,0.65,2175.8,106.89,634.71,66.03,65.3,17.084
677.0,0.65,2174.8,106.71,633.72,65.81,64.94,17.075
678.0,0.65,2183.8,106.76,634.0,66.1,65.59,17.146
679.0,0.65,2194.2,106.25,631.26,66.21,65.41,17.227
680.0,0.65,2191.3,106.16,630.74,66.15,64.64,17.205
681.0,0.65,2188.2,105.72,628.37,66.29,64.63,17.18
682.0,0.65,2184.8,105.84,629.03,66.57,65.81,17.154
683.0,0.65,2185.2,105.88,629.25,66.48,64.94,17.156
684.0,0.65,2185.4,106.29,631.45,66.57,65.63,17.159
685.0,0.65,2188.7,105.83,628.98,66.38,65.02,17.184
686.0,0.65,2186.5,105.65,627.99,66.26,65.1,17.167
687.0,0.65,2191.7,106.01,629.92,66.03,65.35,17.207
688.0,0.65,2188.0,106.06,630.22,65.77,65.64,17.179
689.0,0.65,2186.7,105.86,629.13,65.74,66.04,17.169
690.0,0.65,2185.1,105.96,629.68,65.89,64.84,17.156
691.0,0.65,2182.8,106.15,630.73,65.9,64.8,17.138
692.0,0.65,2174.2,106.72,633.8,65.9,65.01,17.071
693.0,0.65,2179.9,106.42,632.18,66.11,65.28,17.115
694.0,0.65,2187.9,106.46,632.36,66.09,65.39,17.178
695.0,0.65,2186.0,106.9,634.75,66.11,65.69,17.163
696.0,0.65,2184.5,106.95,635.03,65.93,64.62,17.151
697.0,0.65,2181.2,106.9,634.79,66.13,64.76,17.126
698.0,0.65,2182.9,107.03,635.48,66.27,64.91,17.138
699.0,0.65,2181.8,107.15,636.11,66.26,65.86,17.13
700.0,0.65,2182.8,106.86,634.54,66.24,65.24,17.138
701.0,0.65,2184.5,106.86,634.53,66.3,64.87,17.151
702.0,0.65,2185.4,106.42,632.18,66.57,64.8,17.158
703.0,0.65,2184.3,106.46,632.37,66.62,64.91,17.15
704.0,0.65,2187.7,106.49,632.56,66.55,65.42,17.176
705.0,0.65,2183.6,106.48,632.5,66.53,65.48,17.145
706.0,0.65,2180.2,105.88,629.25,66.35,64.91,17.118
707.0,0.65,2181.3,106.05,630.15,66.37,65.4,17.126
708.0,0.65,2185.5,105.78,628.68,66.37,66.23,17.159
709.0,0.65,2179.2,106.12,630.56,66.4,65.19,17.11
710.0,0.65,2184.1,106.15,630.73,66.51,65.63,17.148
711.0,0.65,2176.0,106.92,634.86,66.81,65.37,17.085
712.0,0.65,2181.5,106.91,634.8,66.63,65.62,17.128
713.0,0.65,2181.1,106.88,634.68,66.62,64.78,17.125
714.0,0.65,2180.6,107.17,636.25,66.51,65.48,17.121
715.0,0.65,2185.0,106.8,634.24,66.2,65.89,17.155
716.0,0.65,2183.0,106.88,634.66,66.23,66.29,17.139
717.0,0.65,2179.0,106.71,633.74,66.33,65.19,17.108
718.0,0.65,2182.6,106.76,634.01,66.17,64.88,17.136
719.0,0.65,2180.7,106.32,631.64,66.23,64.78,17.121
720.0,0.65,2179.1,106.33,631.66,66.35,65.08,17.109
721.0,0.65,2175.7,106.36,631.82,66.08,64.75,17.083
722.0,0.65,2181.3,106.66,633.47,66.68,65.5,17.126
723.0,0.65,2181.5,106.52,632.69,66.73,65.51,17.128
724.0,0.65,2180.1,106.52,632.69,66.54,65.24,17.117
725.0,0.65,2180.7,106.46,632.38,66.62,65.3,17.122
726.0,0.65,2180.9,106.99,635.27,66.69,65.52,17.123
727.0,0.65,2183.3,107.01,635.35,66.87,65.14,17.142
728.0,0.65,2187.7,107.12,635.95,66.99,65.6,17.176
729.0,0.65,2185.9,107.33,637.13,66.73,65.64,17.162
730.0,0.65,2183.2,107.48,637.91,66.83,65.74,17.141
731.0,0.65,2181.7,107.56,638.35,66.66,64.58,17.129
732.0,0.65,2185.5,107.72,639.24,66.6,66.2,17.159
733.0,0.65,2189.1,107.75,639.36,66.75,65.21,17.187
734.0,0.65,2190.3,107.54,638.22,66.74,65.5,17.196
735.0,0.65,2193.6,107.41,637.54,66.83,65.62,17.222
736.0,0.65,2187.9,107.59,638.52,66.77,65.69,17.178
737.0,0.65,2181.5,107.11,635.93,66.61,64.59,17.128
738.0,0.65,2175.5,106.73,633.87,66.49,65.24,17.081
739.0,0.65,2176.1,106.34,631.76,66.64,65.12,17.086
740.0,0.65,2177.3,105.93,629.54,66.56,65.05,17.095
741.0,0.65,2178.9,106.08,630.32,66.54,65.31,17.108
742.0,0.65,2175.3,106.26,631.3,66.57,65.02,17.079
743.0,0.65,2176.6,106.32,631.62,66.46,65.74,17.089
744.0,0.65,2182.5,106.16,630.79,66.6,65.6,17.135
745.0,0.65,2188.3,106.02,630.01,65.9,65.36,17.18
746.0,0.65,2181.6,105.98,629.8,65.66,65.37,17.128
747.0,0.65,2185.2,105.74,628.49,65.66,65.39,17.157
748.0,0.65,2182.1,105.25,625.83,65.74,65.35,17.133
749.0,0.65,2178.4,104.9,623.94,65.71,65.36,17.103
750.0,0.65,2178.9,105.03,624.65,65.57,65.51,17.107
751.0,0.65,2182.7,104.99,624.42,65.77,65.34,17.137
752.0,0.65,2173.8,104.97,624.32,65.7,64.77,17.068
753.0,0.65,2182.3,104.67,622.68,65.31,65.02,17.134
754.0,0.65,2185.3,104.69,622.79,65.44,65.17,17.157
755.0,0.65,2188.2,104.69,622.77,65.5,65.73,17.18
756.0,0.65,2183.9,104.79,623.34,65.59,65.25,17.146
757.0,0.65,2185.5,104.57,622.17,65.77,65.42,17.159
758.0,0.65,2188.0,104.77,623.25,65.91,65.46,17.179
759.0,0.65,2184.7,104.57,622.16,65.97,65.39,17.153
760.0,0.65,2188.2,104.37,621.08,65.75,65.37,17.18
761.0,0.65,2187.8,104.43,621.37,65.84,65.25,17.177
762.0,0.65,2189.2,104.19,620.07,65.71,65.1,17.188
763.0,0.65,2183.5,103.82,618.08,65.44,64.77,17.144
764.0,0.65,2183.7,103.76,617.77,65.08,65.24,17.145
765.0,0.65,2182.6,104.25,620.43,65.0,65.34,17.136
766.0,0.65,2186.8,104.58,622.2,64.89,64.88,17.169
767.0,0.65,2179.2,105.4,626.66,64.85,64.71,17.11
768.0,0.65,2176.1,105.11,625.06,64.25,65.33,17.086
769.0,0.65,2181.5,104.71,622.91,64.0,65.19,17.128
770.0,0.65,2188.7,104.81,623.45,64.01,66.44,17.184
771.0,0.65,2186.6,105.07,624.87,63.89,65.56,17.168
772.0,0.65,2189.7,105.19,625.48,63.83,65.21,17.192
773.0,0.65,2188.4,105.38,626.54,63.84,64.96,17.182
774.0,0.65,2188.1,105.48,627.07,63.86,65.13,17.179
775.0,0.65,2189.6,105.93,629.51,63.74,64.68,17.191
776.0,0.65,2182.5,105.94,629.59,63.66,66.18,17.136
777.0,0.65,2183.0,106.19,630.93,63.68,65.61,17.139
778.0,0.65,2183.8,106.78,634.13,63.58,65.0,17.146
779.0,0.65,2185.8,106.6,633.12,63.57,65.74,17.161
780.0,0.65,2179.4,106.71,633.72,63.49,65.21,17.112
781.0,0.65,2177.6,107.1,635.83,63.81,65.27,17.098
782.0,0.65,2182.2,106.51,632.64,63.86,64.85,17.133
783.0,0.65,2189.4,106.59,633.1,63.91,65.3,17.189
784.0,0.65,2179.1,106.68,633.58,63.61,64.87,17.109
785.0,0.65,2177.4,106.33,631.7,63.55,65.78,17.096
786.0,0.65,2177.1,106.45,632.33,63.2,65.14,17.093
787.0,0.65,2189.1,106.56,632.95,63.09,65.29,17.187
788.0,0.65,2193.3,106.61,633.2,63.51,65.06,17.22
789.0,0.65,2188.9,106.72,633.79,63.61,65.64,17.186
790.0,0.65,2184.7,106.58,633.04,63.7,65.39,17.152
791.0,0.65,2184.7,106.6,633.14,63.54,64.91,17.152
792.0,0.65,2182.2,106.86,634.53,63.31,65.52,17.133
793.0,0.65,2185.3,106.44,632.27,63.53,65.02,17.157
794.0,0.65,2189.6,106.55,632.88,63.57,64.79,17.191
795.0,0.65,2185.8,106.84,634.46,63.49,65.47,17.161
796.0,0.65,2185.6,106.54,632.82,63.4,65.38,17.16
797.0,0.65,2178.7,107.14,636.06,63.29,64.87,17.106
798.0,0.65,2185.5,106.63,633.33,63.63,65.82,17.159
799.0,0.65,2185.1,106.63,633.32,63.47,65.14,17.156
800.0,0.65,2177.6,106.14,630.66,63.83,65.29,17.098
801.0,0.65,2174.2,105.79,628.73,63.88,65.86,17.071
802.0,0.65,2176.1,105.34,626.31,63.95,64.26,17.085
803.0,0.65,2172.0,105.44,626.87,63.84,64.95,17.054
804.0,0.65,2168.5,105.04,624.67,64.04,64.89,17.026
805.0,0.65,2172.7,105.37,626.47,64.2,65.16,17.059
806.0,0.65,2181.4,105.12,625.12,64.26,65.48,17.127
807.0,0.65,2180.8,105.14,625.22,64.27,65.65,17.122
808.0,0.65,2179.4,105.35,626.37,64.17,65.75,17.111
809.0,0.65,2187.5,105.08,624.9,63.96,64.76,17.175
810.0,0.65,2186.6,105.35,626.39,63.71,65.79,17.168
811.0,0.65,2183.8,105.41,626.67,63.85,65.02,17.146
812.0,0.65,2177.3,105.38,626.51,63.99,65.02,17.095
813.0,0.65,2183.5,104.6,622.29,63.96,66.22,17.143
814.0,0.65,2181.3,104.41,621.28,64.19,65.27,17.126
815.0,0.65,2180.6,104.27,620.52,63.89,65.3,17.121
816.0,0.65,2172.3,104.4,621.22,63.72,65.3,17.056
817.0,0.65,2175.0,104.34,620.88,63.75,65.99,17.077
818.0,0.65,2180.3,104.3,620.67,63.61,65.55,17.118
819.0,0.65,2175.2,104.57,622.12,63.59,65.81,17.079
820.0,0.65,2170.6,104.15,619.84,63.6,65.38,17.042
821.0,0.65,2170.7,104.3,620.66,63.64,65.2,17.043
822.0,0.65,2178.5,104.12,619.71,63.68,64.69,17.104
823.0,0.65,2186.2,103.85,618.25,63.56,65.62,17.165
824.0,0.65,2182.1,103.42,615.91,63.46,64.72,17.133
825.0,0.65,2186.0,103.94,618.74,63.9,65.86,17.163
826.0,0.65,2185.8,104.11,619.68,63.82,65.02,17.162
827.0,0.65,2188.5,104.34,620.89,64.27,65.35,17.182
828.0,0.65,2182.8,104.35,620.94,64.27,65.36,17.138
829.0,0.65,2180.9,104.47,621.58,64.39,64.84,17.123
830.0,0.65,2181.9,105.0,624.45,64.48,64.67,17.131
831.0,0.65,2180.5,105.12,625.15,64.38,65.56,17.12
832.0,0.65,2177.9,104.84,623.59,64.46,65.68,17.1
833.0,0.65,2178.4,104.74,623.05,64.53,65.33,17.104
834.0,0.65,2181.9,105.02,624.57,64.57,64.54,17.131
835.0,0.65,2185.1,104.99,624.4,64.54,65.09,17.156
836.0,0.65,2182.0,105.02,624.59,64.25,65.07,17.132
837.0,0.65,2178.7,104.65,622.6,63.97,66.0,17.106
838.0,0.65,2178.8,104.87,623.79,63.6,65.58,17.107
839.0,0.65,2184.6,104.87,623.76,63.83,65.29,17.152
840.0,0.65,2186.5,104.4,621.23,63.86,65.31,17.167
841.0,0.65,2185.8,104.61,622.36,63.98,65.12,17.162
842.0,0.65,2181.7,104.76,623.19,64.01,65.75,17.129
